"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 11- 19","8,920","8,950","8,965","8,915","26.87K","0.17%"
"2018- 11- 16","8,905","8,900","8,930","8,885","18.04K","0.06%"
"2018- 11- 15","8,900","8,890","8,900","8,850","89.12K","0.79%"
"2018- 11- 14","8,830","8,820","8,835","8,805","36.19K","-0.06%"
"2018- 11- 13","8,835","8,805","8,850","8,805","38.80K","-0.23%"
"2018- 11- 12","8,855","8,875","8,880","8,840","62.39K","-1.06%"
"2018- 11- 09","8,950","8,950","8,970","8,935","73.12K","-0.39%"
"2018- 11- 08","8,985","9,000","9,000","8,950","179.49K","-0.44%"
"2018- 11- 07","9,025","9,020","9,035","8,975","125.92K","0.17%"
"2018- 11- 06","9,010","9,040","9,040","9,010","72.70K","-0.44%"
"2018- 11- 05","9,050","9,055","9,065","9,035","77.77K","-0.06%"
"2018- 11- 02","9,055","9,035","9,065","9,025","125.45K","0.95%"
"2018- 11- 01","8,970","8,920","8,970","8,900","340.30K","0.28%"
"2018- 10- 31","8,945","8,985","8,985","8,905","184.60K","-0.61%"
"2018- 10- 30","9,000","9,010","9,030","8,985","103.89K","-0.61%"
"2018- 10- 29","9,055","9,065","9,085","9,035","120.26K","-0.28%"
"2018- 10- 26","9,080","9,050","9,080","9,025","144.43K","-0.27%"
"2018- 10- 25","9,105","9,050","9,105","9,050","199.68K","0.66%"
"2018- 10- 24","9,045","9,045","9,060","9,030","93.51K","0.22%"
"2018- 10- 23","9,025","8,990","9,025","8,965","94.24K","0.11%"
"2018- 10- 22","9,015","9,005","9,030","9,000","65.76K","0.11%"
"2018- 10- 19","9,005","8,985","9,025","8,985","52.92K","0.45%"
"2018- 10- 18","8,965","8,965","8,980","8,950","77.00K","-0.17%"
"2018- 10- 17","8,980","9,000","9,010","8,960","266.05K","-0.28%"
"2018- 10- 16","9,005","9,020","9,030","8,990","34.70K","0.06%"
"2018- 10- 15","9,000","8,945","9,000","8,945","64.37K","0.67%"
"2018- 10- 12","8,940","8,960","8,985","8,940","153.83K","1.76%"
"2018- 10- 11","8,785","8,790","8,790","8,755","109.03K","0.46%"
"2018- 10- 10","8,745","8,745","8,755","8,730","74.14K","-0.57%"
"2018- 10- 08","8,795","8,840","8,855","8,790","65.81K","-0.34%"
"2018- 10- 05","8,825","8,805","8,825","8,800","72.89K","0.23%"
"2018- 10- 04","8,805","8,800","8,810","8,785","105.45K","0.34%"
"2018- 10- 02","8,775","8,730","8,775","8,720","43.42K","0.40%"
"2018- 10- 01","8,740","8,730","8,755","8,730","36.11K","0.63%"
"2018- 09- 28","8,685","8,770","8,770","8,685","63.69K","-1.19%"
"2018- 09- 27","8,790","8,815","8,820","8,790","164.41K","-1.18%"
"2018- 09- 21","8,895","8,865","8,900","8,855","20.51K","0.40%"
"2018- 09- 20","8,860","8,855","8,870","8,840","19.53K","0.40%"
"2018- 09- 19","8,825","8,800","8,845","8,795","9.67K","0.40%"
"2018- 09- 18","8,790","8,815","8,820","8,780","181.15K","-0.17%"
"2018- 09- 17","8,805","8,780","8,805","8,760","19.68K","-0.62%"
"2018- 09- 14","8,860","8,840","8,865","8,820","17.73K","0.11%"
"2018- 09- 13","8,850","8,850","8,860","8,840","28.92K","0.80%"
"2018- 09- 12","8,780","8,805","8,805","8,760","32.40K","-0.28%"
"2018- 09- 11","8,805","8,775","8,805","8,775","14.34K","0.28%"
"2018- 09- 10","8,780","8,800","8,800","8,765","40.34K","-0.68%"
"2018- 09- 07","8,840","8,845","8,850","8,820","16.26K","0.34%"
"2018- 09- 06","8,810","8,810","8,830","8,795","9.50K","0.40%"
"2018- 09- 05","8,775","8,785","8,795","8,745","31.00K","-0.34%"
"2018- 09- 04","8,805","8,835","8,840","8,805","17.57K","-0.40%"
"2018- 09- 03","8,840","8,835","8,840","8,790","138.66K","-0.28%"
"2018- 08- 31","8,865","8,840","8,865","8,805","30.34K","0.28%"
"2018- 08- 30","8,840","8,865","8,880","8,820","32.12K","-0.28%"
"2018- 08- 29","8,865","8,860","8,870","8,845","36.35K","-0.45%"
"2018- 08- 28","8,905","8,900","8,920","8,890","101.48K","0.23%"
"2018- 08- 27","8,885","8,865","8,895","8,855","87.38K","1.48%"
"2018- 08- 24","8,755","8,725","8,760","8,710","42.84K","-0.34%"
"2018- 08- 23","8,785","8,800","8,800","8,765","24.15K","-0.06%"
"2018- 08- 22","8,790","8,810","8,825","8,785","60.52K","-0.28%"
"2018- 08- 21","8,815","8,785","8,815","8,755","67.27K","0.97%"
"2018- 08- 20","8,730","8,695","8,735","8,695","41.60K","0.81%"
"2018- 08- 17","8,660","8,635","8,680","8,625","136.56K","0.00%"
"2018- 08- 16","8,660","8,625","8,675","8,525","123.09K","-1.48%"
"2018- 08- 15","8,790","8,790","8,790","8,790","","0.00%"
"2018- 08- 14","8,790","8,785","8,810","8,770","51.73K","-1.35%"
"2018- 08- 13","8,910","8,905","8,935","8,880","52.42K","0.11%"
"2018- 08- 12","8,900","8,900","8,900","8,900","","0.00%"
"2018- 08- 10","8,900","8,935","8,940","8,885","73.15K","-0.67%"
"2018- 08- 09","8,960","8,920","8,965","8,920","53.67K","0.22%"
"2018- 08- 08","8,940","8,935","8,945","8,920","16.70K","0.34%"
"2018- 08- 07","8,910","8,915","8,925","8,875","125.08K","-0.39%"
"2018- 08- 06","8,945","8,950","8,965","8,920","42.42K","0.56%"
"2018- 08- 03","8,895","8,915","8,925","8,875","82.42K","-1.06%"
"2018- 08- 02","8,990","8,980","8,995","8,950","116.58K","-0.17%"
"2018- 08- 01","9,005","9,020","9,025","8,995","64.07K","-0.06%"
"2018- 07- 31","9,010","9,000","9,020","8,990","14.04K","0.11%"
"2018- 07- 30","9,000","9,020","9,025","8,990","27.00K","-0.22%"
"2018- 07- 27","9,020","9,025","9,035","9,010","22.82K","-0.61%"
"2018- 07- 26","9,075","9,095","9,100","9,055","23.38K","0.22%"
"2018- 07- 25","9,055","9,045","9,055","9,005","18.44K","0.61%"
"2018- 07- 24","9,000","9,035","9,035","8,980","59.33K","-0.88%"
"2018- 07- 23","9,080","9,100","9,110","9,065","33.05K","0.67%"
"2018- 07- 20","9,020","9,025","9,030","8,965","31.92K","-0.17%"
"2018- 07- 19","9,035","9,035","9,060","9,010","16.84K","0.11%"
"2018- 07- 18","9,025","9,055","9,060","9,025","32.11K","-1.63%"
"2018- 07- 17","9,175","9,170","9,175","9,135","19.18K","-0.11%"
"2018- 07- 16","9,185","9,165","9,190","9,155","20.18K","-0.22%"
"2018- 07- 13","9,205","9,195","9,220","9,180","15.36K","0.16%"
"2018- 07- 12","9,190","9,180","9,195","9,170","17.71K","-0.43%"
"2018- 07- 11","9,230","9,280","9,280","9,210","22.63K","-0.59%"
"2018- 07- 10","9,285","9,300","9,310","9,265","13.36K","-0.48%"
"2018- 07- 09","9,330","9,260","9,330","9,260","18.94K","0.43%"
"2018- 07- 06","9,290","9,300","9,300","9,240","18.87K","0.00%"
"2018- 07- 05","9,290","9,275","9,305","9,265","83.17K","0.00%"
"2018- 07- 04","9,290","9,250","9,310","9,250","16.97K","1.31%"
"2018- 07- 03","9,170","9,195","9,195","9,150","35.67K","-0.60%"
"2018- 07- 02","9,225","9,265","9,270","9,215","96.02K","-0.27%"
"2018- 06- 29","9,250","9,235","9,250","9,205","10.05K","-0.11%"
"2018- 06- 28","9,260","9,265","9,270","9,240","13.56K","-0.32%"
"2018- 06- 27","9,290","9,315","9,315","9,265","52.64K","-0.64%"
"2018- 06- 26","9,350","9,365","9,365","9,335","23.34K","-0.11%"
"2018- 06- 25","9,360","9,410","9,415","9,350","25.22K","-0.32%"
"2018- 06- 22","9,390","9,350","9,390","9,345","11.36K","0.48%"
"2018- 06- 21","9,345","9,400","9,400","9,340","21.56K","-0.90%"
"2018- 06- 20","9,430","9,415","9,440","9,410","13.90K","-0.37%"
"2018- 06- 19","9,465","9,485","9,500","9,455","75.15K","-0.16%"
"2018- 06- 18","9,480","9,485","9,485","9,460","80.01K","-1.15%"
"2018- 06- 15","9,590","9,650","9,650","9,590","15.27K","-0.57%"
"2018- 06- 14","9,645","9,610","9,645","9,585","9.31K","0.36%"
"2018- 06- 12","9,610","9,620","9,620","9,595","7.42K","-0.10%"
"2018- 06- 11","9,620","9,600","9,625","9,595","11.62K","0.52%"
"2018- 06- 08","9,570","9,585","9,600","9,570","15.84K","-0.16%"
"2018- 06- 07","9,585","9,585","9,615","9,585","27.69K","0.21%"
"2018- 06- 05","9,565","9,570","9,570","9,535","36.27K","0.26%"
