"날짜","종가","시가","고가","저가","변동 %"
"2023년 06월 09일","9.85","9.85","9.85","9.85","-0.20%"
"2023년 06월 08일","9.87","9.87","9.87","9.87","0.10%"
"2023년 06월 07일","9.86","9.86","9.86","9.86","-0.10%"
"2023년 06월 06일","9.87","9.87","9.87","9.87","-0.10%"
"2023년 06월 05일","9.88","9.88","9.88","9.88","0.10%"
"2023년 06월 02일","9.87","9.87","9.87","9.87","-0.30%"
"2023년 06월 01일","9.90","9.90","9.90","9.90","0.10%"
"2023년 05월 31일","9.89","9.89","9.89","9.89","0.10%"
"2023년 05월 30일","9.88","9.88","9.88","9.88","0.30%"
"2023년 05월 26일","9.85","9.85","9.85","9.85","-0.10%"
"2023년 05월 25일","9.86","9.86","9.86","9.86","-0.30%"
"2023년 05월 24일","9.89","9.89","9.89","9.89","-0.20%"
"2023년 05월 23일","9.91","9.91","9.91","9.91","0.00%"
"2023년 05월 22일","9.91","9.91","9.91","9.91","0.00%"
"2023년 05월 19일","9.91","9.91","9.91","9.91","-0.10%"
"2023년 05월 18일","9.92","9.92","9.92","9.92","-0.30%"
"2023년 05월 17일","9.95","9.95","9.95","9.95","-0.20%"
"2023년 05월 16일","9.97","9.97","9.97","9.97","-0.10%"
"2023년 05월 15일","9.98","9.98","9.98","9.98","0.00%"
"2023년 05월 12일","9.98","9.98","9.98","9.98","-0.30%"
"2023년 05월 11일","10.01","10.01","10.01","10.01","0.10%"
"2023년 05월 10일","10.00","10.00","10.00","10.00","0.20%"
"2023년 05월 09일","9.98","9.98","9.98","9.98","0.00%"
"2023년 05월 08일","9.98","9.98","9.98","9.98","-0.20%"
"2023년 05월 05일","10.00","10.00","10.00","10.00","-0.30%"
"2023년 05월 04일","10.03","10.03","10.03","10.03","0.20%"
"2023년 05월 03일","10.01","10.01","10.01","10.01","0.20%"
"2023년 05월 02일","9.99","9.99","9.99","9.99","0.40%"
"2023년 05월 01일","9.95","9.95","9.95","9.95","-0.20%"
"2023년 04월 28일","9.97","9.97","9.97","9.97","0.10%"
"2023년 04월 27일","9.96","9.96","9.96","9.96","-0.30%"
"2023년 04월 26일","9.99","9.99","9.99","9.99","-0.20%"
"2023년 04월 25일","10.01","10.01","10.01","10.01","0.50%"
"2023년 04월 24일","9.96","9.96","9.96","9.96","0.20%"
"2023년 04월 21일","9.94","9.94","9.94","9.94","-0.10%"
"2023년 04월 20일","9.95","9.95","9.95","9.95","0.20%"
"2023년 04월 19일","9.93","9.93","9.93","9.93","-0.10%"
"2023년 04월 18일","9.94","9.94","9.94","9.94","0.00%"
"2023년 04월 17일","9.94","9.94","9.94","9.94","-0.20%"
"2023년 04월 14일","9.96","9.96","9.96","9.96","-0.30%"
"2023년 04월 13일","9.99","9.99","9.99","9.99","0.00%"
"2023년 04월 12일","9.99","9.99","9.99","9.99","0.10%"
"2023년 04월 11일","9.98","9.98","9.98","9.98","-0.10%"
"2023년 04월 10일","9.99","9.99","9.99","9.99","-0.40%"
"2023년 04월 06일","10.03","10.03","10.03","10.03","0.00%"
"2023년 04월 05일","10.03","10.03","10.03","10.03","0.10%"
"2023년 04월 04일","10.02","10.02","10.02","10.02","0.30%"
"2023년 04월 03일","9.99","9.99","9.99","9.99","0.10%"
"2023년 03월 31일","9.98","9.98","9.98","9.98","0.20%"
"2023년 03월 30일","9.96","9.96","9.96","9.96","0.00%"
"2023년 03월 29일","9.96","9.96","9.96","9.96","-0.10%"
"2023년 03월 28일","9.97","9.97","9.97","9.97","-0.10%"
"2023년 03월 27일","9.98","9.98","9.98","9.98","-0.50%"
"2023년 03월 24일","10.03","10.03","10.03","10.03","0.00%"
"2023년 03월 23일","10.03","10.03","10.03","10.03","0.30%"
"2023년 03월 22일","10.00","10.00","10.00","10.00","0.60%"
"2023년 03월 21일","9.94","9.94","9.94","9.94","-0.50%"
"2023년 03월 20일","9.99","9.99","9.99","9.99","-0.10%"
"2023년 03월 17일","10.00","10.00","10.00","10.00","0.50%"
"2023년 03월 16일","9.95","9.95","9.95","9.95","-0.50%"
"2023년 03월 15일","10.00","10.00","10.00","10.00","0.60%"
"2023년 03월 14일","9.94","9.94","9.94","9.94","-0.40%"
"2023년 03월 13일","9.98","9.98","9.98","9.98","0.91%"
"2023년 03월 10일","9.89","9.89","9.89","9.89","0.61%"
"2023년 03월 09일","9.83","9.83","9.83","9.83","0.41%"
"2023년 03월 08일","9.79","9.79","9.79","9.79","-0.20%"
"2023년 03월 07일","9.81","9.81","9.81","9.81","-0.20%"
"2023년 03월 06일","9.83","9.83","9.83","9.83","0.00%"
"2023년 03월 03일","9.83","9.83","9.83","9.83","0.10%"
"2023년 03월 02일","9.82","9.82","9.82","9.82","-0.10%"
"2023년 03월 01일","9.83","9.83","9.83","9.83","-0.20%"
"2023년 02월 28일","9.85","9.85","9.85","9.85","0.00%"
"2023년 02월 27일","9.85","9.85","9.85","9.85","0.00%"
"2023년 02월 24일","9.85","9.85","9.85","9.85","-0.20%"
"2023년 02월 23일","9.87","9.87","9.87","9.87","0.00%"
"2023년 02월 22일","9.87","9.87","9.87","9.87","0.10%"
"2023년 02월 21일","9.86","9.86","9.86","9.86","-0.40%"
"2023년 02월 17일","9.90","9.90","9.90","9.90","0.10%"
"2023년 02월 16일","9.89","9.89","9.89","9.89","0.00%"
"2023년 02월 15일","9.89","9.89","9.89","9.89","0.00%"
"2023년 02월 14일","9.89","9.89","9.89","9.89","-0.30%"
"2023년 02월 13일","9.92","9.92","9.92","9.92","0.00%"
"2023년 02월 10일","9.92","9.92","9.92","9.92","-0.10%"
"2023년 02월 09일","9.93","9.93","9.93","9.93","-0.20%"
"2023년 02월 08일","9.95","9.95","9.95","9.95","0.10%"
"2023년 02월 07일","9.94","9.94","9.94","9.94","0.10%"
"2023년 02월 06일","9.93","9.93","9.93","9.93","-0.50%"
"2023년 02월 03일","9.98","9.98","9.98","9.98","-0.40%"
"2023년 02월 02일","10.02","10.02","10.02","10.02","-0.10%"
"2023년 02월 01일","10.03","10.03","10.03","10.03","0.30%"
"2023년 01월 31일","10.00","10.00","10.00","10.00","0.20%"
"2023년 01월 30일","9.98","9.98","9.98","9.98","-0.10%"
"2023년 01월 27일","9.99","9.99","9.99","9.99","-0.10%"
"2023년 01월 26일","10.00","10.00","10.00","10.00","-0.10%"
"2023년 01월 25일","10.01","10.01","10.01","10.01","0.10%"
"2023년 01월 24일","10.00","10.00","10.00","10.00","0.00%"
"2023년 01월 23일","10.00","10.00","10.00","10.00","-0.10%"
"2023년 01월 20일","10.01","10.01","10.01","10.01","-0.10%"
"2023년 01월 19일","10.02","10.02","10.02","10.02","-0.10%"
"2023년 01월 18일","10.03","10.03","10.03","10.03","0.30%"
"2023년 01월 17일","10.00","10.00","10.00","10.00","0.00%"
"2023년 01월 13일","10.00","10.00","10.00","10.00","-0.20%"
"2023년 01월 12일","10.02","10.02","10.02","10.02","0.30%"
"2023년 01월 11일","9.99","9.99","9.99","9.99","0.00%"
"2023년 01월 10일","9.99","9.99","9.99","9.99","0.00%"
"2023년 01월 09일","9.99","9.99","9.99","9.99","0.10%"
"2023년 01월 06일","9.98","9.98","9.98","9.98","0.40%"
"2023년 01월 05일","9.94","9.94","9.94","9.94","-0.20%"
"2023년 01월 04일","9.96","9.96","9.96","9.96","0.20%"
"2023년 01월 03일","9.94","9.94","9.94","9.94","0.10%"
"2022년 12월 30일","9.93","9.93","9.93","9.93","-0.10%"
"2022년 12월 29일","9.94","9.94","9.94","9.94","0.00%"
"2022년 12월 28일","9.94","9.94","9.94","9.94","0.00%"
"2022년 12월 27일","9.94","9.94","9.94","9.94","-0.20%"
"2022년 12월 23일","9.96","9.96","9.96","9.96","-0.10%"
"2022년 12월 22일","9.97","9.97","9.97","9.97","-0.10%"
"2022년 12월 21일","9.98","9.98","9.98","9.98","0.10%"
"2022년 12월 20일","9.97","9.97","9.97","9.97","0.00%"
"2022년 12월 19일","9.97","9.97","9.97","9.97","-0.20%"
"2022년 12월 16일","9.99","9.99","9.99","9.99","0.10%"
"2022년 12월 15일","9.98","9.98","9.98","9.98","-0.10%"
"2022년 12월 14일","9.99","9.99","9.99","9.99","0.10%"
"2022년 12월 13일","9.98","9.98","9.98","9.98","0.40%"
"2022년 12월 12일","9.94","9.94","9.94","9.94","-0.10%"
"2022년 12월 09일","9.95","9.95","9.95","9.95","-0.10%"
"2022년 12월 08일","9.96","9.96","9.96","9.96","-0.20%"
"2022년 12월 07일","9.98","9.98","9.98","9.98","0.30%"
"2022년 12월 06일","9.95","9.95","9.95","9.95","0.10%"
"2022년 12월 05일","9.94","9.94","9.94","9.94","-0.40%"
"2022년 12월 02일","9.98","9.98","9.98","9.98","0.00%"
"2022년 12월 01일","9.98","9.98","9.98","9.98","0.20%"
"2022년 11월 30일","9.96","9.96","9.96","9.96","0.40%"
"2022년 11월 29일","9.92","9.92","9.92","9.92","-0.10%"
"2022년 11월 28일","9.93","9.93","9.93","9.93","0.10%"
"2022년 11월 25일","9.92","9.92","9.92","9.92","0.00%"
"2022년 11월 23일","9.92","9.92","9.92","9.92","0.10%"
"2022년 11월 22일","9.91","9.91","9.91","9.91","0.00%"
"2022년 11월 21일","9.91","9.91","9.91","9.91","0.00%"
"2022년 11월 18일","9.91","9.91","9.91","9.91","-0.20%"
"2022년 11월 17일","9.93","9.93","9.93","9.93","-0.20%"
"2022년 11월 16일","9.95","9.95","9.95","9.95","0.10%"
"2022년 11월 15일","9.94","9.94","9.94","9.94","0.10%"
"2022년 11월 14일","9.93","9.93","9.93","9.93","-0.10%"
"2022년 11월 11일","9.94","9.94","9.94","9.94","0.00%"
"2022년 11월 10일","9.94","9.94","9.94","9.94","0.51%"
"2022년 11월 09일","9.89","9.89","9.89","9.89","0.20%"
"2022년 11월 08일","9.87","9.87","9.87","9.87","0.10%"
"2022년 11월 07일","9.86","9.86","9.86","9.86","-0.10%"
"2022년 11월 04일","9.87","9.87","9.87","9.87","0.10%"
"2022년 11월 03일","9.86","9.86","9.86","9.86","-0.20%"
"2022년 11월 02일","9.88","9.88","9.88","9.88","-0.10%"
"2022년 11월 01일","9.89","9.89","9.89","9.89","-0.20%"
"2022년 10월 31일","9.91","9.91","9.91","9.91","-0.10%"
"2022년 10월 28일","9.92","9.92","9.92","9.92","-0.20%"
"2022년 10월 27일","9.94","9.94","9.94","9.94","0.30%"
"2022년 10월 26일","9.91","9.91","9.91","9.91","0.00%"
"2022년 10월 25일","9.91","9.91","9.91","9.91","0.20%"
"2022년 10월 24일","9.89","9.89","9.89","9.89","-0.10%"
"2022년 10월 21일","9.90","9.90","9.90","9.90","0.30%"
"2022년 10월 20일","9.87","9.87","9.87","9.87","-0.10%"
"2022년 10월 19일","9.88","9.88","9.88","9.88","-0.30%"
"2022년 10월 18일","9.91","9.91","9.91","9.91","0.10%"
"2022년 10월 17일","9.90","9.90","9.90","9.90","0.10%"
"2022년 10월 14일","9.89","9.89","9.89","9.89","-0.20%"
"2022년 10월 13일","9.91","9.91","9.91","9.91","-0.30%"
"2022년 10월 12일","9.94","9.94","9.94","9.94","0.10%"
"2022년 10월 11일","9.93","9.93","9.93","9.93","0.00%"
"2022년 10월 10일","9.93","9.93","9.93","9.93","0.00%"
"2022년 10월 07일","9.93","9.93","9.93","9.93","-0.20%"
"2022년 10월 06일","9.95","9.95","9.95","9.95","-0.20%"
"2022년 10월 05일","9.97","9.97","9.97","9.97","-0.10%"
"2022년 10월 04일","9.98","9.98","9.98","9.98","0.00%"
"2022년 10월 03일","9.98","9.98","9.98","9.98","0.30%"
"2022년 09월 30일","9.95","9.95","9.95","9.95","-0.10%"
"2022년 09월 29일","9.96","9.96","9.96","9.96","-0.10%"
"2022년 09월 28일","9.97","9.97","9.97","9.97","0.50%"
"2022년 09월 27일","9.92","9.92","9.92","9.92","-0.10%"
"2022년 09월 26일","9.93","9.93","9.93","9.93","-0.30%"
"2022년 09월 23일","9.96","9.96","9.96","9.96","-0.10%"
"2022년 09월 22일","9.97","9.97","9.97","9.97","-0.30%"
"2022년 09월 21일","10.00","10.00","10.00","10.00","-0.10%"
"2022년 09월 20일","10.01","10.01","10.01","10.01","-0.10%"
"2022년 09월 19일","10.02","10.02","10.02","10.02","-0.20%"
"2022년 09월 16일","10.04","10.04","10.04","10.04","0.10%"
"2022년 09월 15일","10.03","10.03","10.03","10.03","-0.20%"
"2022년 09월 14일","10.05","10.05","10.05","10.05","-0.10%"
"2022년 09월 13일","10.06","10.06","10.06","10.06","-0.40%"
"2022년 09월 12일","10.10","10.10","10.10","10.10","0.00%"
"2022년 09월 09일","10.10","10.10","10.10","10.10","-0.10%"
"2022년 09월 08일","10.11","10.11","10.11","10.11","-0.10%"
"2022년 09월 07일","10.12","10.12","10.12","10.12","0.10%"
"2022년 09월 06일","10.11","10.11","10.11","10.11","-0.20%"
"2022년 09월 02일","10.13","10.13","10.13","10.13","0.20%"
"2022년 09월 01일","10.11","10.11","10.11","10.11","-0.10%"
"2022년 08월 31일","10.12","10.12","10.12","10.12","-0.10%"
"2022년 08월 30일","10.13","10.13","10.13","10.13","0.00%"
"2022년 08월 29일","10.13","10.13","10.13","10.13","-0.20%"
"2022년 08월 26일","10.15","10.15","10.15","10.15","0.00%"
"2022년 08월 25일","10.15","10.15","10.15","10.15","0.10%"
"2022년 08월 24일","10.14","10.14","10.14","10.14","-0.10%"
"2022년 08월 23일","10.15","10.15","10.15","10.15","0.00%"
"2022년 08월 22일","10.15","10.15","10.15","10.15","-0.20%"
"2022년 08월 19일","10.17","10.17","10.17","10.17","-0.10%"
"2022년 08월 18일","10.18","10.18","10.18","10.18","0.10%"
"2022년 08월 17일","10.17","10.17","10.17","10.17","-0.10%"
"2022년 08월 16일","10.18","10.18","10.18","10.18","-0.10%"
"2022년 08월 15일","10.19","10.19","10.19","10.19","0.10%"
"2022년 08월 12일","10.18","10.18","10.18","10.18","0.00%"
"2022년 08월 11일","10.18","10.18","10.18","10.18","-0.10%"
"2022년 08월 10일","10.19","10.19","10.19","10.19","0.10%"
"2022년 08월 09일","10.18","10.18","10.18","10.18","-0.10%"
"2022년 08월 08일","10.19","10.19","10.19","10.19","0.00%"
"2022년 08월 05일","10.19","10.19","10.19","10.19","-0.49%"
"2022년 08월 04일","10.24","10.24","10.24","10.24","0.20%"
"2022년 08월 03일","10.22","10.22","10.22","10.22","0.00%"
"2022년 08월 02일","10.22","10.22","10.22","10.22","-0.39%"
"2022년 08월 01일","10.26","10.26","10.26","10.26","0.00%"
"2022년 07월 29일","10.26","10.26","10.26","10.26","0.00%"
"2022년 07월 28일","10.26","10.26","10.26","10.26","0.29%"
"2022년 07월 27일","10.23","10.23","10.23","10.23","0.10%"
"2022년 07월 26일","10.22","10.22","10.22","10.22","0.00%"
"2022년 07월 25일","10.22","10.22","10.22","10.22","-0.20%"
"2022년 07월 22일","10.24","10.24","10.24","10.24","0.29%"
"2022년 07월 21일","10.21","10.21","10.21","10.21","0.39%"
"2022년 07월 20일","10.17","10.17","10.17","10.17","-0.10%"
"2022년 07월 19일","10.18","10.18","10.18","10.18","-0.10%"
"2022년 07월 18일","10.19","10.19","10.19","10.19","0.00%"
"2022년 07월 15일","10.19","10.19","10.19","10.19","0.00%"
"2022년 07월 14일","10.19","10.19","10.19","10.19","0.00%"
"2022년 07월 13일","10.19","10.19","10.19","10.19","-0.20%"
"2022년 07월 12일","10.21","10.21","10.21","10.21","0.00%"
"2022년 07월 11일","10.21","10.21","10.21","10.21","0.20%"
"2022년 07월 08일","10.19","10.19","10.19","10.19","-0.20%"
"2022년 07월 07일","10.21","10.21","10.21","10.21","-0.10%"
"2022년 07월 06일","10.22","10.22","10.22","10.22","-0.39%"
"2022년 07월 05일","10.26","10.26","10.26","10.26","0.00%"
"2022년 07월 01일","10.26","10.26","10.26","10.26","0.39%"
"2022년 06월 30일","10.22","10.22","10.22","10.22","0.10%"
"2022년 06월 29일","10.21","10.21","10.21","10.21","0.20%"
"2022년 06월 28일","10.19","10.19","10.19","10.19","0.00%"
"2022년 06월 27일","10.19","10.19","10.19","10.19","-0.20%"
"2022년 06월 24일","10.21","10.21","10.21","10.21","0.00%"
"2022년 06월 23일","10.21","10.21","10.21","10.21","0.10%"
"2022년 06월 22일","10.20","10.20","10.20","10.20","0.29%"
"2022년 06월 21일","10.17","10.17","10.17","10.17","0.00%"
"2022년 06월 17일","10.17","10.17","10.17","10.17","-0.10%"
"2022년 06월 16일","10.18","10.18","10.18","10.18","0.10%"
"2022년 06월 15일","10.17","10.17","10.17","10.17","0.49%"
"2022년 06월 14일","10.12","10.12","10.12","10.12","-0.30%"
"2022년 06월 13일","10.15","10.15","10.15","10.15","-0.49%"
"2022년 06월 10일","10.20","10.20","10.20","10.20","-0.49%"
"2022년 06월 09일","10.25","10.25","10.25","10.25","-0.10%"
"2022년 06월 08일","10.26","10.26","10.26","10.26","0.00%"
"2022년 06월 07일","10.26","10.26","10.26","10.26","0.00%"
"2022년 06월 06일","10.26","10.26","10.26","10.26","-0.19%"
"2022년 06월 03일","10.28","10.28","10.28","10.28","0.00%"
"2022년 06월 02일","10.28","10.28","10.28","10.28","0.00%"
"2022년 06월 01일","10.28","10.28","10.28","10.28","-0.19%"
"2022년 05월 31일","10.30","10.30","10.30","10.30","-0.19%"
"2022년 05월 27일","10.32","10.32","10.32","10.32","0.00%"
"2022년 05월 26일","10.32","10.32","10.32","10.32","0.00%"
"2022년 05월 25일","10.32","10.32","10.32","10.32","0.10%"
"2022년 05월 24일","10.31","10.31","10.31","10.31","0.29%"
"2022년 05월 23일","10.28","10.28","10.28","10.28","-0.10%"
"2022년 05월 20일","10.29","10.29","10.29","10.29","0.00%"
"2022년 05월 19일","10.29","10.29","10.29","10.29","0.19%"
"2022년 05월 18일","10.27","10.27","10.27","10.27","0.10%"
"2022년 05월 17일","10.26","10.26","10.26","10.26","-0.29%"
"2022년 05월 16일","10.29","10.29","10.29","10.29","0.10%"
"2022년 05월 13일","10.28","10.28","10.28","10.28","-0.10%"
"2022년 05월 12일","10.29","10.29","10.29","10.29","0.19%"
"2022년 05월 11일","10.27","10.27","10.27","10.27","0.00%"
"2022년 05월 10일","10.27","10.27","10.27","10.27","0.00%"
"2022년 05월 09일","10.27","10.27","10.27","10.27","0.29%"
"2022년 05월 06일","10.24","10.24","10.24","10.24","-0.10%"
"2022년 05월 05일","10.25","10.25","10.25","10.25","-0.19%"
"2022년 05월 04일","10.27","10.27","10.27","10.27","0.29%"
"2022년 05월 03일","10.24","10.24","10.24","10.24","0.00%"
"2022년 05월 02일","10.24","10.24","10.24","10.24","-0.10%"
"2022년 04월 29일","10.25","10.25","10.25","10.25","-0.19%"
"2022년 04월 28일","10.27","10.27","10.27","10.27","-0.10%"
"2022년 04월 27일","10.28","10.28","10.28","10.28","-0.10%"
"2022년 04월 26일","10.29","10.29","10.29","10.29","0.19%"
"2022년 04월 25일","10.27","10.27","10.27","10.27","0.20%"
"2022년 04월 22일","10.25","10.25","10.25","10.25","0.00%"
"2022년 04월 21일","10.25","10.25","10.25","10.25","-0.19%"
"2022년 04월 20일","10.27","10.27","10.27","10.27","0.00%"
"2022년 04월 19일","10.27","10.27","10.27","10.27","-0.19%"
"2022년 04월 18일","10.29","10.29","10.29","10.29","0.00%"
"2022년 04월 14일","10.29","10.29","10.29","10.29","-0.19%"
"2022년 04월 13일","10.31","10.31","10.31","10.31","0.00%"
"2022년 04월 12일","10.31","10.31","10.31","10.31","0.29%"
"2022년 04월 11일","10.28","10.28","10.28","10.28","0.00%"
"2022년 04월 08일","10.28","10.28","10.28","10.28","-0.19%"
"2022년 04월 07일","10.30","10.30","10.30","10.30","0.10%"
"2022년 04월 06일","10.29","10.29","10.29","10.29","0.00%"
"2022년 04월 05일","10.29","10.29","10.29","10.29","-0.19%"
"2022년 04월 04일","10.31","10.31","10.31","10.31","0.00%"
"2022년 04월 01일","10.31","10.31","10.31","10.31","-0.29%"
"2022년 03월 31일","10.34","10.34","10.34","10.34","0.00%"
"2022년 03월 30일","10.34","10.34","10.34","10.34","0.10%"
"2022년 03월 29일","10.33","10.33","10.33","10.33","0.10%"
"2022년 03월 28일","10.32","10.32","10.32","10.32","-0.10%"
"2022년 03월 25일","10.33","10.33","10.33","10.33","-0.39%"
"2022년 03월 24일","10.37","10.37","10.37","10.37","-0.10%"
"2022년 03월 23일","10.38","10.38","10.38","10.38","0.19%"
"2022년 03월 22일","10.36","10.36","10.36","10.36","-0.19%"
"2022년 03월 21일","10.38","10.38","10.38","10.38","-0.29%"
"2022년 03월 18일","10.41","10.41","10.41","10.41","0.00%"
"2022년 03월 17일","10.41","10.41","10.41","10.41","0.00%"
"2022년 03월 16일","10.41","10.41","10.41","10.41","-0.19%"
"2022년 03월 15일","10.43","10.43","10.43","10.43","0.00%"
"2022년 03월 14일","10.43","10.43","10.43","10.43","-0.29%"
"2022년 03월 11일","10.46","10.46","10.46","10.46","-0.10%"
"2022년 03월 10일","10.47","10.47","10.47","10.47","0.00%"
"2022년 03월 09일","10.47","10.47","10.47","10.47","-0.19%"
"2022년 03월 08일","10.49","10.49","10.49","10.49","-0.10%"
"2022년 03월 07일","10.50","10.50","10.50","10.50","-0.10%"
"2022년 03월 04일","10.51","10.51","10.51","10.51","0.10%"
"2022년 03월 03일","10.50","10.50","10.50","10.50","0.00%"
"2022년 03월 02일","10.50","10.50","10.50","10.50","-0.38%"
"2022년 03월 01일","10.54","10.54","10.54","10.54","0.29%"
"2022년 02월 28일","10.51","10.51","10.51","10.51","0.29%"
"2022년 02월 25일","10.48","10.48","10.48","10.48","0.00%"
"2022년 02월 24일","10.48","10.48","10.48","10.48","0.10%"
"2022년 02월 23일","10.47","10.47","10.47","10.47","-0.10%"
"2022년 02월 22일","10.48","10.48","10.48","10.48","0.00%"
"2022년 02월 18일","10.48","10.48","10.48","10.48","0.00%"
"2022년 02월 17일","10.48","10.48","10.48","10.48","0.10%"
"2022년 02월 16일","10.47","10.47","10.47","10.47","0.10%"
"2022년 02월 15일","10.46","10.46","10.46","10.46","0.00%"
"2022년 02월 14일","10.46","10.46","10.46","10.46","-0.10%"
"2022년 02월 11일","10.47","10.47","10.47","10.47","0.29%"
"2022년 02월 10일","10.44","10.44","10.44","10.44","-0.48%"
"2022년 02월 09일","10.49","10.49","10.49","10.49","0.00%"
"2022년 02월 08일","10.49","10.49","10.49","10.49","-0.10%"
"2022년 02월 07일","10.50","10.50","10.50","10.50","0.00%"
"2022년 02월 04일","10.50","10.50","10.50","10.50","-0.28%"
"2022년 02월 03일","10.53","10.53","10.53","10.53","-0.09%"
"2022년 02월 02일","10.54","10.54","10.54","10.54","0.09%"
"2022년 02월 01일","10.53","10.53","10.53","10.53","-0.09%"
"2022년 01월 31일","10.54","10.54","10.54","10.54","0.00%"
"2022년 01월 28일","10.54","10.54","10.54","10.54","0.09%"
"2022년 01월 27일","10.53","10.53","10.53","10.53","-0.09%"
"2022년 01월 26일","10.54","10.54","10.54","10.54","-0.19%"
"2022년 01월 25일","10.56","10.56","10.56","10.56","-0.09%"
"2022년 01월 24일","10.57","10.57","10.57","10.57","0.09%"
"2022년 01월 21일","10.56","10.56","10.56","10.56","0.09%"
"2022년 01월 20일","10.55","10.55","10.55","10.55","0.00%"
"2022년 01월 19일","10.55","10.55","10.55","10.55","0.00%"
"2022년 01월 18일","10.55","10.55","10.55","10.55","-0.19%"
"2022년 01월 14일","10.57","10.57","10.57","10.57","-0.09%"
"2022년 01월 13일","10.58","10.58","10.58","10.58","0.00%"
"2022년 01월 12일","10.58","10.58","10.58","10.58","0.00%"
"2022년 01월 11일","10.58","10.58","10.58","10.58","0.00%"
"2022년 01월 10일","10.58","10.58","10.58","10.58","0.00%"
"2022년 01월 07일","10.58","10.58","10.58","10.58","0.00%"
"2022년 01월 06일","10.58","10.58","10.58","10.58","-0.19%"
"2022년 01월 05일","10.60","10.60","10.60","10.60","-0.09%"
"2022년 01월 04일","10.61","10.61","10.61","10.61","0.00%"
"2022년 01월 03일","10.61","10.61","10.61","10.61","-0.09%"
"2021년 12월 31일","10.62","10.62","10.62","10.62","0.00%"
"2021년 12월 30일","10.62","10.62","10.62","10.62","0.09%"
"2021년 12월 29일","10.61","10.61","10.61","10.61","-0.09%"
"2021년 12월 28일","10.62","10.62","10.62","10.62","0.09%"
"2021년 12월 27일","10.61","10.61","10.61","10.61","-0.09%"
"2021년 12월 23일","10.62","10.62","10.62","10.62","0.00%"
"2021년 12월 22일","10.62","10.62","10.62","10.62","0.00%"
"2021년 12월 21일","10.62","10.62","10.62","10.62","-0.09%"
"2021년 12월 20일","10.63","10.63","10.63","10.63","0.00%"
"2021년 12월 17일","10.63","10.63","10.63","10.63","0.00%"
"2021년 12월 16일","10.63","10.63","10.63","10.63","0.09%"
"2021년 12월 15일","10.62","10.62","10.62","10.62","0.00%"
"2021년 12월 14일","10.62","10.62","10.62","10.62","-0.09%"
"2021년 12월 13일","10.63","10.63","10.63","10.63","0.09%"
"2021년 12월 10일","10.62","10.62","10.62","10.62","0.00%"
"2021년 12월 09일","10.62","10.62","10.62","10.62","0.00%"
"2021년 12월 08일","10.62","10.62","10.62","10.62","0.00%"
"2021년 12월 07일","10.62","10.62","10.62","10.62","-0.09%"
"2021년 12월 06일","10.63","10.63","10.63","10.63","-0.09%"
"2021년 12월 03일","10.64","10.64","10.64","10.64","0.09%"
"2021년 12월 02일","10.63","10.63","10.63","10.63","-0.19%"
"2021년 12월 01일","10.65","10.65","10.65","10.65","0.00%"
"2021년 11월 30일","10.65","10.65","10.65","10.65","0.00%"
"2021년 11월 29일","10.65","10.65","10.65","10.65","0.00%"
"2021년 11월 26일","10.65","10.65","10.65","10.65","0.28%"
"2021년 11월 24일","10.62","10.62","10.62","10.62","-0.09%"
"2021년 11월 23일","10.63","10.63","10.63","10.63","0.00%"
"2021년 11월 22일","10.63","10.63","10.63","10.63","-0.09%"
"2021년 11월 19일","10.64","10.64","10.64","10.64","-0.09%"
"2021년 11월 18일","10.65","10.65","10.65","10.65","0.09%"
"2021년 11월 17일","10.64","10.64","10.64","10.64","0.00%"
"2021년 11월 16일","10.64","10.64","10.64","10.64","0.00%"
"2021년 11월 15일","10.64","10.64","10.64","10.64","0.00%"
"2021년 11월 12일","10.64","10.64","10.64","10.64","0.00%"
"2021년 11월 11일","10.64","10.64","10.64","10.64","0.00%"
"2021년 11월 10일","10.64","10.64","10.64","10.64","-0.28%"
"2021년 11월 09일","10.67","10.67","10.67","10.67","0.09%"
"2021년 11월 08일","10.66","10.66","10.66","10.66","-0.09%"
"2021년 11월 05일","10.67","10.67","10.67","10.67","0.00%"
"2021년 11월 04일","10.67","10.67","10.67","10.67","0.09%"
"2021년 11월 03일","10.66","10.66","10.66","10.66","0.00%"
"2021년 11월 02일","10.66","10.66","10.66","10.66","0.09%"
"2021년 11월 01일","10.65","10.65","10.65","10.65","0.00%"
"2021년 10월 29일","10.65","10.65","10.65","10.65","0.00%"
"2021년 10월 28일","10.65","10.65","10.65","10.65","0.00%"
"2021년 10월 27일","10.65","10.65","10.65","10.65","0.00%"
"2021년 10월 26일","10.65","10.65","10.65","10.65","0.00%"
"2021년 10월 25일","10.65","10.65","10.65","10.65","0.00%"
"2021년 10월 22일","10.65","10.65","10.65","10.65","0.00%"
"2021년 10월 21일","10.65","10.65","10.65","10.65","-0.09%"
"2021년 10월 20일","10.66","10.66","10.66","10.66","0.00%"
"2021년 10월 19일","10.66","10.66","10.66","10.66","0.00%"
"2021년 10월 18일","10.66","10.66","10.66","10.66","0.00%"
"2021년 10월 15일","10.66","10.66","10.66","10.66","-0.09%"
"2021년 10월 14일","10.67","10.67","10.67","10.67","0.00%"
"2021년 10월 13일","10.67","10.67","10.67","10.67","-0.09%"
"2021년 10월 12일","10.68","10.68","10.68","10.68","0.09%"
