"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 02- 23","120.91","121.91","121.91","120.01","1.19M","-0.47%"
"2017- 02- 22","121.48","121.66","121.80","121.07","621.89K","-0.34%"
"2017- 02- 21","121.90","121.24","121.97","121.19","541.39K","0.84%"
"2017- 02- 17","120.89","120.73","120.89","120.22","713.80K","-0.22%"
"2017- 02- 16","121.16","121.48","121.62","120.38","885.38K","-0.25%"
"2017- 02- 15","121.46","120.54","121.61","120.19","744.93K","0.34%"
"2017- 02- 14","121.05","120.20","121.12","119.81","682.50K","0.48%"
"2017- 02- 13","120.47","120.70","121.14","120.25","1.06M","0.40%"
"2017- 02- 10","119.99","119.68","120.23","119.28","609.27K","0.86%"
"2017- 02- 09","118.97","117.75","119.20","117.74","615.33K","1.30%"
"2017- 02- 08","117.44","117.37","117.72","116.48","831.43K","-0.36%"
"2017- 02- 07","117.87","118.63","119.05","117.48","927.46K","-0.56%"
"2017- 02- 06","118.53","119.09","119.46","118.27","1.30M","-0.75%"
"2017- 02- 03","119.42","118.55","119.55","118.22","1.18M","1.57%"
"2017- 02- 02","117.57","118.03","118.32","117.28","926.26K","-0.31%"
"2017- 02- 01","117.93","118.84","119.51","117.54","2.12M","0.00%"
"2017- 01- 31","117.93","117.01","118.22","116.48","1.26M","0.44%"
"2017- 01- 30","117.41","118.50","118.52","116.56","1.53M","-1.53%"
"2017- 01- 27","119.23","119.87","120.10","118.85","999.10K","-0.50%"
"2017- 01- 26","119.83","120.31","120.44","119.58","2.38M","-0.33%"
"2017- 01- 25","120.23","119.92","120.40","119.82","1.21M","1.07%"
"2017- 01- 24","118.96","117.56","119.36","117.54","1.25M","1.59%"
"2017- 01- 23","117.10","117.21","117.75","116.44","1.39M","-0.35%"
"2017- 01- 20","117.51","117.36","117.93","117.03","1.52M","0.51%"
"2017- 01- 19","116.91","117.88","118.35","116.36","1.76M","-0.80%"
"2017- 01- 18","117.85","117.80","118.08","117.04","1.38M","0.35%"
"2017- 01- 17","117.44","118.45","118.55","117.29","2.23M","-1.31%"
"2017- 01- 13","119.00","118.58","119.77","118.47","1.33M","0.64%"
"2017- 01- 12","118.24","119.43","119.54","116.97","2.14M","-1.14%"
"2017- 01- 11","119.60","119.31","119.82","118.55","1.83M","0.34%"
"2017- 01- 10","119.19","118.12","119.42","117.79","1.83M","1.15%"
"2017- 01- 09","117.84","118.97","119.03","117.79","1.77M","-1.26%"
"2017- 01- 06","119.34","120.12","120.19","119.21","1.80M","-0.33%"
"2017- 01- 05","119.74","121.35","121.52","119.30","2.36M","-1.51%"
"2017- 01- 04","121.57","120.26","121.69","120.08","1.41M","1.58%"
"2017- 01- 03","119.68","120.39","120.74","118.77","3.15M","0.62%"
"2016- 12- 30","118.94","119.61","119.61","118.59","2.11M","-0.39%"
"2016- 12- 29","119.41","119.48","120.22","118.78","1.52M","0.09%"
"2016- 12- 28","119.30","120.67","120.68","118.96","1.88M","-0.92%"
"2016- 12- 27","120.41","120.11","120.85","120.01","2.00M","0.44%"
"2016- 12- 23","119.88","119.61","119.95","119.36","828.54K","0.30%"
"2016- 12- 22","119.52","120.48","120.64","119.01","1.61M","-1.27%"
"2016- 12- 21","121.06","121.85","121.89","121.06","1.73M","-0.58%"
"2016- 12- 20","121.77","120.86","121.93","120.71","1.32M","1.03%"
"2016- 12- 19","120.53","119.74","120.66","119.50","1.17M","0.77%"
"2016- 12- 16","119.61","119.84","121.08","119.39","1.10M","-0.23%"
"2016- 12- 15","119.89","119.15","120.73","118.73","1.71M","0.84%"
